808000:	18      	CLC 
81C189:	AD0000  	LDA $0000
81C18C:	29E003  	AND #$03E0
81C18F:	C9E003  	CMP #$03E0
81C192:	F004    	BEQ $C198
81C194:	18      	CLC 
81C195:	692000  	ADC #$0020
81C198:	0D0200  	ORA $0002
81C19B:	8D0200  	STA $0002
81C19E:	AD0000  	LDA $0000
81C1A1:	29007C  	AND #$7C00
81C1A4:	0D0200  	ORA $0002
81C1A7:	60      	RTS

81C1A8:	ADDA06  	LDA $06DA
81C1AB:	C908    	CMP #$08
81C1AD:	D00D    	BNE $C1BC
81C1AF:	AD2508  	LDA $0825
81C1B2:	8F0E2100	STA $00210E
81C1B6:	A900    	LDA #$00
81C1B8:	8F0E2100	STA $00210E
81C1BC:	60      	RTS

############ENDING#############
81C3E3:	AD8A07  	LDA $078A
81C3E6:	D003    	BNE $C3EB
81C3E8:	4CCEC4  	JMP $C4CE
81C3EB:	8B      	PHB 
81C3EC:	A980    	LDA #$80
81C3EE:	8D0021  	STA $2100
81C3F1:	A2C8A6  	LDX #$A6C8
81C3F4:	22318200	JSR $008231	ppu
81C3F8:	226A8200	JSR $00826A  init oam
81C3FC:	20CFC4  	JSR $C4CF		dma dragon oam set
81C3FF:	2018C5  	JSR $C518		dma bg2 set
81C402:	2095C5  	JSR $C595		dma bg2map
81C405:	A21AA7  	LDX #$A71A
81C408:	22928200	JSR $008292	write ending color
81C40C:	A9F6    	LDA #$F6
81C40E:	22B88382	JSR $8283B8		sfx
81C412:	A909    	LDA #$09
81C414:	22648382	JSR $828364	bgm
81C418:	203BC8  	JSR $C83B	hdma table
81C41B:	A900    	LDA #$00
81C41D:	8D0021  	STA $2100
81C420:	9CF00F  	STZ $0FF0
81C423:	9CF10F  	STZ $0FF1
81C426:	9C2008  	STZ $0820
81C429:	9C2108  	STZ $0821
81C42C:	9C2208  	STZ $0822
81C42F:	A20001  	LDX #$0100
81C432:	8E0908  	STX $0809
81C435:	A903    	LDA #$03
81C437:	8D4D00  	STA $004D
81C43A:	9CDC06  	STZ $06DC
81C43D:	9C4100  	STZ $0041
81C440:	AD4100  	LDA $0041
81C443:	F0FB    	BEQ $C440
81C445:	20D1C7  	JSR $C7D1	bg1 scroll
81C448:	2005C6  	JSR $C605	dmabg2map
81C44B:	229D8482	JSR $82849D
81C44F:	A900    	LDA #$00
81C451:	EB      	XBA 
81C452:	ADDC06  	LDA $06DC
81C455:	0A      	ASL
81C456:	AA      	TAX 
81C457:	7C5AC4  	JMP ($C45A,x)
81C45A:
	dw $C464, $C48A, $C498
	dw $C4AB, $C4CD
	
81C464:	CEF00F  	DEC $0FF0
81C467:	101E    	BPL $C487
81C469:	A903    	LDA #$03
81C46B:	8DF00F  	STA $0FF0
81C46E:	ADF10F  	LDA $0FF1
81C471:	1A      	INC A
81C472:	C910    	CMP #$10
81C474:	F009    	BEQ $C47F
81C476:	8DF10F  	STA $0FF1
81C479:	8F002100	STA $002100
81C47D:	8008    	BRA $C487
81C47F:	A901    	LDA #$01
81C481:	8D2108  	STA $0821
81C484:	EEDC06  	INC $06DC
81C487:	4C3DC4  	JMP $C43D

81C48A:	2032C6  	JSR $C632	check bg1pos
81C48D:	9006    	BCC $C495
81C48F:	9C2108  	STZ $0821
81C492:	EEDC06  	INC $06DC
81C495:	4C3DC4  	JMP $C43D

81C498:	20E0C7  	JSR $C7E0
81C49B:	900B    	BCC $C4A8
81C49D:	9CF00F  	STZ $0FF0
81C4A0:	A90F    	LDA #$0F
81C4A2:	8DF10F  	STA $0FF1
81C4A5:	EEDC06  	INC $06DC
81C4A8:	4C3DC4  	JMP $C43D

81C4AB:	CEF00F  	DEC $0FF0
81C4AE:	D01A    	BNE $C4CA
81C4B0:	A902    	LDA #$02
81C4B2:	8DF00F  	STA $0FF0
81C4B5:	ADF10F  	LDA $0FF1
81C4B8:	3A      	DEC A
81C4B9:	3009    	BMI $C4C4
81C4BB:	8DF10F  	STA $0FF1
81C4BE:	8F002100	STA $002100
81C4C2:	8006    	BRA $C4CA
81C4C4:	9C4D00  	STZ $004D
81C4C7:	EEDC06  	INC $06DC
81C4CA:	4C3DC4  	JMP $C43D

81C4CD:	AB      	PLB 
81C4CE:	6B      	RTL

##########DMA ENDING OAM BG SET########
81C4CF:	8B      	PHB 
81C4D0:	F40000  	PEA $0000
81C4D3:	AB      	PLB 
81C4D4:	AB      	PLB 
81C4D5:	A21FB5  	LDX #$B51F
81C4D8:	A907    	LDA #$07
81C4DA:	8EDD06  	STX $06DD
81C4DD:	8DDF06  	STA $06DF
81C4E0:	A20080  	LDX #$8000
81C4E3:	A97E    	LDA #$7E
81C4E5:	8EE006  	STX $06E0
81C4E8:	8DE206  	STA $06E2
81C4EB:	22F68182	JSR $8281F6
81C4EF:	F40043  	PEA $4300
81C4F2:	2B      	PLD 
81C4F3:	A980    	LDA #$80
81C4F5:	8D1521  	STA $2115
81C4F8:	A20118  	LDX #$1801
81C4FB:	8670    	STX $70
81C4FD:	A20080  	LDX #$8000
81C500:	A97E    	LDA #$7E
81C502:	8672    	STX $72
81C504:	8574    	STA $74
81C506:	A20060  	LDX #$6000
81C509:	8E1621  	STX $2116
81C50C:	A2003A  	LDX #$3A00
81C50F:	8675    	STX $75
81C511:	A980    	LDA #$80
81C513:	8D0B42  	STA $420B
81C516:	AB      	PLB 
81C517:	60      	RTS

#######DMA ENDING BG2 SET###########
81C518:	8B      	PHB 
81C519:	F40000  	PEA $0000
81C51C:	AB      	PLB 
81C51D:	AB      	PLB 
81C51E:	A20080  	LDX #$8000
81C521:	A91E    	LDA #$1E
81C523:	8EDD06  	STX $06DD
81C526:	8DDF06  	STA $06DF
81C529:	A20080  	LDX #$8000
81C52C:	A97E    	LDA #$7E
81C52E:	8EE006  	STX $06E0
81C531:	8DE206  	STA $06E2
81C534:	22F68182	JSR $8281F6
81C538:	A22BE1  	LDX #$E12B
81C53B:	A90D    	LDA #$0D
81C53D:	8EDD06  	STX $06DD
81C540:	8DDF06  	STA $06DF
81C543:	A20088  	LDX #$8800
81C546:	A97E    	LDA #$7E
81C548:	8EE006  	STX $06E0
81C54B:	8DE206  	STA $06E2
81C54E:	22F68182	JSR $8281F6
81C552:	A2A989  	LDX #$89A9
81C555:	A905    	LDA #$05
81C557:	8EDD06  	STX $06DD
81C55A:	8DDF06  	STA $06DF
81C55D:	A200C0  	LDX #$C000
81C560:	A97E    	LDA #$7E
81C562:	8EE006  	STX $06E0
81C565:	8DE206  	STA $06E2
81C568:	22F68182	JSR $8281F6
81C56C:	F40043  	PEA $4300
81C56F:	2B      	PLD 
81C570:	A980    	LDA #$80
81C572:	8D1521  	STA $2115
81C575:	A20118  	LDX #$1801
81C578:	8670    	STX $70
81C57A:	A20080  	LDX #$8000
81C57D:	A97E    	LDA #$7E
81C57F:	8672    	STX $72
81C581:	8574    	STA $74
81C583:	A20000  	LDX #$0000
81C586:	8E1621  	STX $2116
81C589:	A20060  	LDX #$6000
81C58C:	8675    	STX $75
81C58E:	A980    	LDA #$80
81C590:	8D0B42  	STA $420B
81C593:	AB      	PLB 
81C594:	60      	RTS

#####DMA ENDING BG2 MAP########
81C595:	8B      	PHB 
81C596:	C220    	REP #$20
81C598:	A20080  	LDX #$8000
81C59B:	A00180  	LDY #$8001
81C59E:	A90000  	LDA #$0000
81C5A1:	8F00807E	STA $7E8000
81C5A5:	A9FF0F  	LDA #$0FFF
81C5A8:	547E7E  	MVN $7E,$7E
81C5AB:	E220    	SEP #$20
81C5AD:	F40000  	PEA $0000
81C5B0:	AB      	PLB 
81C5B1:	AB      	PLB 
81C5B2:	A20585  	LDX #$8505
81C5B5:	A91E    	LDA #$1E
81C5B7:	8EDD06  	STX $06DD
81C5BA:	8DDF06  	STA $06DF
81C5BD:	A20090  	LDX #$9000
81C5C0:	A97E    	LDA #$7E
81C5C2:	8EE006  	STX $06E0
81C5C5:	8DE206  	STA $06E2
81C5C8:	22F68182	JSR $8281F6
81C5CC:	F40043  	PEA $4300
81C5CF:	2B      	PLD 
81C5D0:	A980    	LDA #$80
81C5D2:	8D1521  	STA $2115
81C5D5:	A20118  	LDX #$1801
81C5D8:	8670    	STX $70
81C5DA:	A20080  	LDX #$8000
81C5DD:	A97E    	LDA #$7E
81C5DF:	8672    	STX $72
81C5E1:	8574    	STA $74
81C5E3:	A20030  	LDX #$3000
81C5E6:	8E1621  	STX $2116
81C5E9:	A20018  	LDX #$1800
81C5EC:	8675    	STX $75
81C5EE:	A980    	LDA #$80
81C5F0:	8D0B42  	STA $420B
81C5F3:	C220    	REP #$20
81C5F5:	A20090  	LDX #$9000
81C5F8:	A00010  	LDY #$1000
81C5FB:	A9FF07  	LDA #$07FF
81C5FE:	54007E  	MVN $00,$7E
81C601:	E220    	SEP #$20
81C603:	AB      	PLB 
81C604:	60      	RTS

#######DMA ENDING BG2 MAP#########
81C605:	8B      	PHB 
81C606:	F40000  	PEA $0000
81C609:	AB      	PLB 
81C60A:	AB      	PLB 
81C60B:	F40043  	PEA $4300
81C60E:	2B      	PLD 
81C60F:	A980    	LDA #$80
81C611:	8D1521  	STA $2115
81C614:	A20118  	LDX #$1801
81C617:	8670    	STX $70
81C619:	A20010  	LDX #$1000
81C61C:	8672    	STX $72
81C61E:	6474    	STZ $74
81C620:	A20038  	LDX #$3800
81C623:	8E1621  	STX $2116
81C626:	A24007  	LDX #$0740
81C629:	8675    	STX $75
81C62B:	A980    	LDA #$80
81C62D:	8D0B42  	STA $420B
81C630:	AB      	PLB 
81C631:	60      	RTS

##########CHECK BG1 POS#########
81C632:	A900    	LDA #$00
81C634:	EB      	XBA 
81C635:	AD2108  	LDA $0821
81C638:	0A      	ASL
81C639:	AA      	TAX 
81C63A:	7C3DC6  	JMP ($C63D,x)
81C63D:
	dw $C653, $C655, $C660, $C687
	dw $C697, $C6A7, $C6BA, $C6CA
	dw $C6E8, $C6F8, $C706
	
	
######RETURN CHECK BG1 POS########
81C653:	18      	CLC 
81C654:	60      	RTS

#####SET BG1 POS######
81C655:	A20001  	LDX #$0100
81C658:	8E0908  	STX $0809
81C65B:	EE2108  	INC $0821
81C65E:	80F3    	BRA $C653

81C660:	2033C7  	JSR $C733
81C663:	2056C7  	JSR $C756	decomp chara set
81C666:	A20006  	LDX #$0600
81C669:	8E4E00  	STX $004E
81C66C:	A20012  	LDX #$1200
81C66F:	A00080  	LDY #$8000
81C672:	A97E    	LDA #$7E
81C674:	8E5000  	STX $0050
81C677:	8C5200  	STY $0052
81C67A:	8D5400  	STA $0054
81C67D:	A901    	LDA #$01
81C67F:	8D4200  	STA $0042
81C682:	EE2108  	INC $0821
81C685:	80CC    	BRA $C653

81C687:	A20006  	LDX #$0600
81C68A:	8E4E00  	STX $004E
81C68D:	A20015  	LDX #$1500
81C690:	A00086  	LDY #$8600
81C693:	A97E    	LDA #$7E
81C695:	80DD    	BRA $C674

81C697:	A20004  	LDX #$0400
81C69A:	8E4E00  	STX $004E
81C69D:	A20018  	LDX #$1800
81C6A0:	A0008C  	LDY #$8C00
81C6A3:	A97E    	LDA #$7E
81C6A5:	80CD    	BRA $C674

81C6A7:	2088C7  	JSR $C788		decomp chara 2
81C6AA:	A20004  	LDX #$0400
81C6AD:	8E4E00  	STX $004E
81C6B0:	A20030  	LDX #$3000
81C6B3:	A00080  	LDY #$8000
81C6B6:	A97E    	LDA #$7E
81C6B8:	80BA    	BRA $C674

81C6BA:	A20004  	LDX #$0400
81C6BD:	8E4E00  	STX $004E
81C6C0:	A20032  	LDX #$3200
81C6C3:	A00084  	LDY #$8400
81C6C6:	A97E    	LDA #$7E
81C6C8:	80AA    	BRA $C674

81C6CA:	C220    	REP #$20
81C6CC:	AD0908  	LDA $0809
81C6CF:	F00C    	BEQ $C6DD
81C6D1:	1A      	INC A
81C6D2:	1A      	INC A
81C6D3:	29FF01  	AND #$01FF
81C6D6:	8D0908  	STA $0809
81C6D9:	E220    	SEP #$20
81C6DB:	8008    	BRA $C6E5

81C6DD:	E220    	SEP #$20
81C6DF:	20DDCC  	JSR $CCDD
81C6E2:	EE2108  	INC $0821
81C6E5:	4C53C6  	JMP $C653

#########TEXT#############
81C6E8:	200DB6  	JSR $B60D	write tilemap
81C6EB:	9008    	BCC $C6F5
81C6ED:	A990    	LDA #$90
81C6EF:	8D2308  	STA $0823
81C6F2:	EE2108  	INC $0821
81C6F5:	4C53C6  	JMP $C653		CLC

81C6F8:	CE2308  	DEC $0823
81C6FB:	D006    	BNE $C703
81C6FD:	20D5CF  	JSR $CFD5
81C700:	EE2108  	INC $0821
81C703:	4C53C6  	JMP $C653	CLC

81C706:	C220    	REP #$20
81C708:	AD0908  	LDA $0809
81C70B:	C9C000  	CMP #$00C0
81C70E:	F00C    	BEQ $C71C
81C710:	1A      	INC A
81C711:	1A      	INC A
81C712:	29FF01  	AND #$01FF
81C715:	8D0908  	STA $0809
81C718:	E220    	SEP #$20
81C71A:	8014    	BRA $C730

81C71C:	E220    	SEP #$20
81C71E:	EE2208  	INC $0822
81C721:	AD2208  	LDA $0822
81C724:	C906    	CMP #$06
81C726:	9003    	BCC $C72B
81C728:	4C54C6  	JMP $C654

81C72B:	A901    	LDA #$01
81C72D:	8D2108  	STA $0821
81C730:	4C53C6  	JMP $C653

81C733:	8B      	PHB 
81C734:	F40000  	PEA $0000
81C737:	AB      	PLB 
81C738:	AB      	PLB 
81C739:	C220    	REP #$20
81C73B:	AD2208  	LDA $0822
81C73E:	29FF00  	AND #$00FF
81C741:	EB      	XBA 
81C742:	4A      	LSR A
81C743:	4A      	LSR A
81C744:	18      	CLC 
81C745:	69EB9D  	ADC #$9DEB
81C748:	AA      	TAX 
81C749:	A0CE00  	LDY #$00CE
81C74C:	A91F00  	LDA #$001F
81C74F:	540000  	MVN $00,$00
81C752:	E220    	SEP #$20
81C754:	AB      	PLB 
81C755:	60      	RTS

########DECOMP CHARA SET########
81C756:	8B      	PHB 
81C757:	F40000  	PEA $0000
81C75A:	AB      	PLB 
81C75B:	AB      	PLB 
81C75C:	A900    	LDA #$00
81C75E:	EB      	XBA 
81C75F:	AD2208  	LDA $0822		chara
81C762:	8D0000  	STA $0000
81C765:	0A      	ASL
81C766:	18      	CLC 
81C767:	6D0000  	ADC $0000
81C76A:	A8      	TAY 
81C76B:	BE819D  	LDX $9D81,Y
81C76E:	B9839D  	LDA $9D83,Y
81C771:	8EDD06  	STX $06DD
81C774:	8DDF06  	STA $06DF
81C777:	A20080  	LDX #$8000
81C77A:	A97E    	LDA #$7E
81C77C:	8EE006  	STX $06E0
81C77F:	8DE206  	STA $06E2
81C782:	22F68182	JSR $8281F6
81C786:	AB      	PLB 
81C787:	60      	RTS

81C788:	8B      	PHB 
81C789:	C220    	REP #$20
81C78B:	A20080  	LDX #$8000
81C78E:	A00180  	LDY #$8001
81C791:	A90000  	LDA #$0000
81C794:	8F00807E	STA $7E8000
81C798:	A9FF07  	LDA #$07FF
81C79B:	547E7E  	MVN $7E,$7E
81C79E:	E220    	SEP #$20
81C7A0:	F40000  	PEA $0000
81C7A3:	AB      	PLB 
81C7A4:	AB      	PLB 
81C7A5:	A900    	LDA #$00
81C7A7:	EB      	XBA 
81C7A8:	AD2208  	LDA $0822	chara
81C7AB:	8D0000  	STA $0000
81C7AE:	0A      	ASL
81C7AF:	18      	CLC 
81C7B0:	6D0000  	ADC $0000
81C7B3:	A8      	TAY 
81C7B4:	BE969D  	LDX $9D96,Y
81C7B7:	B9989D  	LDA $9D98,Y
81C7BA:	8EDD06  	STX $06DD
81C7BD:	8DDF06  	STA $06DF
81C7C0:	A20080  	LDX #$8000
81C7C3:	A97E    	LDA #$7E
81C7C5:	8EE006  	STX $06E0
81C7C8:	8DE206  	STA $06E2
81C7CB:	22F68182	JSR $8281F6
81C7CF:	AB      	PLB 
81C7D0:	60      	RTS

#####ENDING BG1 SCROLL######
81C7D1:	AD0908  	LDA $0809
81C7D4:	8F0D2100	STA $00210D
81C7D8:	AD0A08  	LDA $080A
81C7DB:	8F0D2100	STA $00210D
81C7DF:	60      	RTS

81C7E0:	A900    	LDA #$00
81C7E2:	EB      	XBA 
81C7E3:	AD2108  	LDA $0821
81C7E6:	0A      	ASL
81C7E7:	AA      	TAX 
81C7E8:	7CEBC7  	JMP ($C7EB,x)
81C7EB:
	dw $C7F3, $C815, $C82C
81C7F1:	18      	CLC 
81C7F2:	60      	RTS
 
81C7F3:	A2B0CE  	LDX #$CEB0
81C7F6:	8E0208  	STX $0802
81C7F9:	A20605  	LDX #$0506
81C7FC:	8E0408  	STX $0804
81C7FF:	A20020  	LDX #$2000
81C802:	8E0008  	STX $0800
81C805:	A903    	LDA #$03
81C807:	8D0608  	STA $0806
81C80A:	9C0808  	STZ $0808
81C80D:	209CC9  	JSR $C99C
81C810:	EE2108  	INC $0821
81C813:	80DC    	BRA $C7F1

81C815:	200DB6  	JSR $B60D
81C818:	2070C8  	JSR $C870
81C81B:	AD0807  	LDA $0708
81C81E:	C90E    	CMP #$0E
81C820:	D008    	BNE $C82A
81C822:	A900    	LDA #$00
81C824:	8D2407  	STA $0724
81C827:	EE2108  	INC $0821
81C82A:	80C5    	BRA $C7F1

81C82C:	200DB6  	JSR $B60D
81C82F:	CE2407  	DEC $0724
81C832:	D004    	BNE $C838
81C834:	38      	SEC 
81C835:	4CF2C7  	JMP $C7F2
81C838:	4CF1C7  	JMP $C7F1

####ENDING HDMA######
81C83B:	8B      	PHB 
81C83C:	C220    	REP #$20
81C83E:	A25B9D  	LDX #$9D5B
81C841:	A01008  	LDY #$0810
81C844:	A90900  	LDA #$0009
81C847:	540000  	MVN $00,$00
81C84A:	E220    	SEP #$20
81C84C:	0B      	PHD 
81C84D:	F40043  	PEA $4300
81C850:	2B      	PLD 
81C851:	A20210  	LDX #$1002
81C854:	8600    	STX $00
81C856:	A21008  	LDX #$0810
81C859:	8602    	STX $02
81C85B:	6404    	STZ $04
81C85D:	6407    	STZ $07
81C85F:	A2002C  	LDX #$2C00
81C862:	8610    	STX $10
81C864:	A213A7  	LDX #$A713
81C867:	8612    	STX $12
81C869:	6414    	STZ $14
81C86B:	6417    	STZ $17
81C86D:	2B      	PLD 
81C86E:	AB      	PLB 
81C86F:	60      	RTS

81C870:	A20607  	LDX #$0706
81C873:	8E0007  	STX $0700
81C876:	BC0000  	LDY $0000,x
81C879:	F01F    	BEQ $C89A
81C87B:	FC0000  	JSR ($0000,x)
81C87E:	AE0007  	LDX $0700
81C881:	DE0500  	DEC $0005,x
81C884:	1011    	BPL $C897
81C886:	BD0700  	LDA $0007,x
81C889:	1A      	INC A
81C88A:	DD0800  	CMP $0008,x
81C88D:	9002    	BCC $C891
81C88F:	A900    	LDA #$00
81C891:	9D0700  	STA $0007,x
81C894:	20ACC8  	JSR $C8AC
81C897:	2005C9  	JSR $C905
81C89A:	C220    	REP #$20
81C89C:	AD0007  	LDA $0700
81C89F:	18      	CLC 
81C8A0:	692000  	ADC #$0020
81C8A3:	AA      	TAX 
81C8A4:	E220    	SEP #$20
81C8A6:	E04607  	CPX #$0746
81C8A9:	90C8    	BCC $C873
81C8AB:	60      	RTS

81C8AC:	8B      	PHB 
81C8AD:	F40000  	PEA $0000
81C8B0:	AB      	PLB 
81C8B1:	AB      	PLB 
81C8B2:	BD0700  	LDA $0007,x
81C8B5:	C220    	REP #$20
81C8B7:	29FF00  	AND #$00FF
81C8BA:	8D0000  	STA $0000
81C8BD:	0A      	ASL
81C8BE:	18      	CLC 
81C8BF:	6D0000  	ADC $0000
81C8C2:	18      	CLC 
81C8C3:	7D1200  	ADC $0012,x
81C8C6:	A8      	TAY 
81C8C7:	E220    	SEP #$20
81C8C9:	B90000  	LDA $0000,Y
81C8CC:	9D0500  	STA $0005,x
81C8CF:	C220    	REP #$20
81C8D1:	B90100  	LDA $0001,Y
81C8D4:	A8      	TAY 
81C8D5:	BD1000  	LDA $0010,x
81C8D8:	AA      	TAX 
81C8D9:	B90400  	LDA $0004,Y
81C8DC:	290300  	AND #$0003
81C8DF:	C90100  	CMP #$0001
81C8E2:	F008    	BEQ $C8EC
81C8E4:	B01B    	BCS $C901
81C8E6:	2271A982	JSR $82A971
81C8EA:	8004    	BRA $C8F0
81C8EC:	223DA982	JSR $82A93D
81C8F0:	B90200  	LDA $0002,Y
81C8F3:	9D9002  	STA $0290,x
81C8F6:	E8      	INX 
81C8F7:	E8      	INX 
81C8F8:	E8      	INX 
81C8F9:	E8      	INX 
81C8FA:	C8      	INY 
81C8FB:	C8      	INY 
81C8FC:	C8      	INY 
81C8FD:	C8      	INY 
81C8FE:	C8      	INY 
81C8FF:	80D8    	BRA $C8D9
81C901:	E220    	SEP #$20
81C903:	AB      	PLB 
81C904:	60      	RTS

81C905:	8B      	PHB 
81C906:	F40000  	PEA $0000
81C909:	AB      	PLB 
81C90A:	AB      	PLB 
81C90B:	AE0007  	LDX $0700
81C90E:	BD0700  	LDA $0007,x
81C911:	C220    	REP #$20
81C913:	29FF00  	AND #$00FF
81C916:	8D0000  	STA $0000
81C919:	0A      	ASL
81C91A:	18      	CLC 
81C91B:	6D0000  	ADC $0000
81C91E:	18      	CLC 
81C91F:	7D1200  	ADC $0012,x
81C922:	A8      	TAY 
81C923:	B90100  	LDA $0001,Y
81C926:	A8      	TAY 
81C927:	BD0300  	LDA $0003,x
81C92A:	8D0200  	STA $0002
81C92D:	BD1000  	LDA $0010,x
81C930:	AA      	TAX 
81C931:	A92000  	LDA #$0020
81C934:	8D0000  	STA $0000
81C937:	E220    	SEP #$20
81C939:	B90400  	LDA $0004,Y
81C93C:	C902    	CMP #$02
81C93E:	F047    	BEQ $C987
81C940:	B90000  	LDA $0000,Y
81C943:	3015    	BMI $C95A
81C945:	18      	CLC 
81C946:	6D0200  	ADC $0002
81C949:	9D8E02  	STA $028E,x
81C94C:	9006    	BCC $C954
81C94E:	2299A982	JSR $82A999
81C952:	8019    	BRA $C96D
81C954:	22CDA982	JSR $82A9CD
81C958:	8013    	BRA $C96D
81C95A:	18      	CLC 
81C95B:	6D0200  	ADC $0002
81C95E:	9D8E02  	STA $028E,x
81C961:	9006    	BCC $C969
81C963:	22CDA982	JSR $82A9CD
81C967:	8004    	BRA $C96D
81C969:	2299A982	JSR $82A999
81C96D:	AD0300  	LDA $0003
81C970:	18      	CLC 
81C971:	790100  	ADC $0001,Y
81C974:	9D8F02  	STA $028F,x
81C977:	E8      	INX 
81C978:	E8      	INX 
81C979:	E8      	INX 
81C97A:	E8      	INX 
81C97B:	C8      	INY 
81C97C:	C8      	INY 
81C97D:	C8      	INY 
81C97E:	C8      	INY 
81C97F:	C8      	INY 
81C980:	CE0000  	DEC $0000
81C983:	D0B4    	BNE $C939
81C985:	8013    	BRA $C99A
81C987:	C220    	REP #$20
81C989:	A900F0  	LDA #$F000
81C98C:	9D8E02  	STA $028E,x
81C98F:	E8      	INX 
81C990:	E8      	INX 
81C991:	E8      	INX 
81C992:	E8      	INX 
81C993:	CE0000  	DEC $0000
81C996:	D0F4    	BNE $C98C
81C998:	E220    	SEP #$20
81C99A:	AB      	PLB 
81C99B:	60      	RTS
 
81C99C:	C220    	REP #$20
81C99E:	A20607  	LDX #$0706
81C9A1:	A00707  	LDY #$0707
81C9A4:	9C0607  	STZ $0706
81C9A7:	A93E00  	LDA #$003E
81C9AA:	540000  	MVN $00,$00
81C9AD:	E220    	SEP #$20
81C9AF:	A2B9C9  	LDX #$C9B9
81C9B2:	8E0607  	STX $0706
81C9B5:	9C0807  	STZ $0708
81C9B8:	60      	RTS

81C9B9:	AE0007  	LDX $0700
81C9BC:	A900    	LDA #$00
81C9BE:	EB      	XBA 
81C9BF:	BD0200  	LDA $0002,x
81C9C2:	0A      	ASL
81C9C3:	AA      	TAX 
81C9C4:	7CC7C9  	JMP ($C9C7,x)
81C9C7:
dw $C9E6, $CA10, $CA3D, $CA58
dw $CA70, $CA88, $CAA0, $CAB8
dw $CACF, $CAD2, $CAE0, $CAFF
dw $CB35, $CB71, $CB83
81C9E5:
	RTS
81C9E6:	AE0007  	LDX $0700
81C9E9:	9E0500  	STZ $0005,x
81C9EC:	C220    	REP #$20
81C9EE:	A9F087  	LDA #$87F0
81C9F1:	9D0300  	STA $0003,x
81C9F4:	A90002  	LDA #$0200
81C9F7:	9D0700  	STA $0007,x
81C9FA:	9E0D00  	STZ $000D,x
81C9FD:	A98000  	LDA #$0080
81CA00:	9D1000  	STA $0010,x
81CA03:	A9DCA7  	LDA #$A7DC
81CA06:	9D1200  	STA $0012,x
81CA09:	E220    	SEP #$20
81CA0B:	FE0200  	INC $0002,x
81CA0E:	80D5    	BRA $C9E5

81CA10:	AE0007  	LDX $0700
81CA13:	BD0300  	LDA $0003,x
81CA16:	3A      	DEC A
81CA17:	9D0300  	STA $0003,x
81CA1A:	C9A0    	CMP #$A0
81CA1C:	D007    	BNE $CA25
81CA1E:	A901    	LDA #$01
81CA20:	9D0800  	STA $0008,x
81CA23:	8016    	BRA $CA3B
81CA25:	C990    	CMP #$90
81CA27:	D012    	BNE $CA3B
81CA29:	A0E2A7  	LDY #$A7E2
81CA2C:	A902    	LDA #$02
81CA2E:	2086CB  	JSR $CB86
81CA31:	C220    	REP #$20
81CA33:	A98006  	LDA #$0680
81CA36:	9D1E00  	STA $001E,x
81CA39:	E220    	SEP #$20
81CA3B:	80A8    	BRA $C9E5

81CA3D:	AE0007  	LDX $0700
81CA40:	C220    	REP #$20
81CA42:	DE1E00  	DEC $001E,x
81CA45:	E220    	SEP #$20
81CA47:	D00D    	BNE $CA56
81CA49:	A0DCA7  	LDY #$A7DC
81CA4C:	A902    	LDA #$02
81CA4E:	2086CB  	JSR $CB86
81CA51:	A920    	LDA #$20
81CA53:	9D1E00  	STA $001E,x
81CA56:	808D    	BRA $C9E5

81CA58:	AE0007  	LDX $0700
81CA5B:	DE1E00  	DEC $001E,x
81CA5E:	D00D    	BNE $CA6D
81CA60:	A0E8A7  	LDY #$A7E8
81CA63:	A902    	LDA #$02
81CA65:	2086CB  	JSR $CB86
81CA68:	A920    	LDA #$20
81CA6A:	9D1E00  	STA $001E,x
81CA6D:	4CE5C9  	JMP $C9E5

81CA70:	AE0007  	LDX $0700
81CA73:	DE1E00  	DEC $001E,x
81CA76:	D00D    	BNE $CA85
81CA78:	A0EEA7  	LDY #$A7EE
81CA7B:	A902    	LDA #$02
81CA7D:	2086CB  	JSR $CB86
81CA80:	A920    	LDA #$20
81CA82:	9D1E00  	STA $001E,x
81CA85:	4CE5C9  	JMP $C9E5

81CA88:	AE0007  	LDX $0700
81CA8B:	DE1E00  	DEC $001E,x
81CA8E:	D00D    	BNE $CA9D
81CA90:	A0F4A7  	LDY #$A7F4
81CA93:	A902    	LDA #$02
81CA95:	2086CB  	JSR $CB86
81CA98:	A920    	LDA #$20
81CA9A:	9D1E00  	STA $001E,x
81CA9D:	4CE5C9  	JMP $C9E5

81CAA0:	AE0007  	LDX $0700
81CAA3:	DE1E00  	DEC $001E,x
81CAA6:	D00D    	BNE $CAB5
81CAA8:	A0E2A7  	LDY #$A7E2
81CAAB:	A902    	LDA #$02
81CAAD:	2086CB  	JSR $CB86
81CAB0:	A990    	LDA #$90
81CAB2:	9D1E00  	STA $001E,x
81CAB5:	4CE5C9  	JMP $C9E5

81CAB8:	AE0007  	LDX $0700
81CABB:	DE1E00  	DEC $001E,x
81CABE:	D00C    	BNE $CACC
81CAC0:	A0A0CB  	LDY #$CBA0
81CAC3:	8C2607  	STY $0726
81CAC6:	9C2807  	STZ $0728
81CAC9:	FE0200  	INC $0002,x
81CACC:	4CE5C9  	JMP $C9E5

81CACF:	4CE5C9  	JMP $C9E5

81CAD2:	AE0007  	LDX $0700
